order_id,order_date,order_month,customer_id,category_id,region,channel,units,revenue,cost,profit,margin_rate,discount_rate,fulfillment_days
O007257,2024-11-17,2024-11,C00011,CAT003,Midwest,Retail Store,1,144.19,85.03,59.16,0.4103,0.135,5
O007258,2024-11-16,2024-11,C01169,CAT001,South,Marketplace,3,758.27,559.9,198.37,0.2616,0.207,4
O007259,2024-11-10,2024-11,C00279,CAT004,South,Online,1,95.17,63.13,32.04,0.3367,0.026,3
O007260,2024-11-10,2024-11,C00956,CAT005,Northeast,Online,2,254.45,174.56,79.89,0.314,0.084,4
O007261,2024-11-20,2024-11,C00892,CAT001,South,Retail Store,2,479.02,361.71,117.31,0.2449,0.04,2
O007262,2024-11-26,2024-11,C00112,CAT003,South,Retail Store,4,587.67,341.88,245.79,0.4182,0.139,1
O007263,2024-11-04,2024-11,C01086,CAT004,Northeast,Online,2,207.78,137.68,70.1,0.3374,0.086,1
O007264,2024-11-10,2024-11,C00011,CAT003,Midwest,Retail Store,2,410.1,243.21,166.89,0.4069,0.044,1
O007265,2024-11-13,2024-11,C01143,CAT003,Northeast,Marketplace,4,634.94,379.67,255.27,0.402,0.222,1
O007266,2024-11-07,2024-11,C00507,CAT001,Midwest,Retail Store,4,930.46,666.36,264.1,0.2838,0.025,4
O007267,2024-11-03,2024-11,C01105,CAT004,Northeast,Online,3,245.28,160.86,84.42,0.3442,0.133,8
O007268,2024-11-04,2024-11,C01127,CAT003,Midwest,Online,2,300.62,177.67,122.95,0.409,0.046,1
O007269,2024-11-13,2024-11,C00339,CAT005,Midwest,Online,3,407.3,282.78,124.52,0.3057,0.062,4
O007270,2024-11-25,2024-11,C01078,CAT001,Midwest,Marketplace,3,733.01,556.4,176.61,0.2409,0.136,2
O007271,2024-11-12,2024-11,C00305,CAT003,Midwest,Online,4,721.59,450.27,271.32,0.376,0.066,4
O007272,2024-11-01,2024-11,C00061,CAT001,South,Online,3,776.71,582.46,194.25,0.2501,0.143,3
O007273,2024-11-19,2024-11,C00014,CAT003,Northeast,Marketplace,2,323.97,195.4,128.57,0.3969,0.207,3
O007274,2024-11-10,2024-11,C01061,CAT004,Midwest,Retail Store,4,371.99,248.36,123.63,0.3323,0.055,3
O007275,2024-11-09,2024-11,C00675,CAT001,Midwest,Marketplace,3,635.52,469.27,166.25,0.2616,0.145,3
O007276,2024-11-16,2024-11,C00067,CAT004,West,Online,3,306.76,201.99,104.77,0.3415,0.063,2
O007277,2024-11-24,2024-11,C00049,CAT004,Midwest,Marketplace,1,89.51,56.94,32.57,0.3639,0.198,3
O007278,2024-11-04,2024-11,C00410,CAT005,South,Retail Store,3,372.94,253.02,119.92,0.3216,0.024,2
O007279,2024-11-16,2024-11,C00725,CAT005,West,Retail Store,1,137.02,91.4,45.62,0.3329,0.008,1
O007280,2024-11-18,2024-11,C00122,CAT005,West,Online,3,391.35,275.25,116.1,0.2967,0.006,8
O007281,2024-11-08,2024-11,C00438,CAT002,Northeast,Online,4,661.69,435.25,226.44,0.3422,0.031,3
O007282,2024-11-13,2024-11,C01171,CAT001,South,Marketplace,1,204.23,146.38,57.85,0.2833,0.184,1
O007283,2024-11-21,2024-11,C00937,CAT003,Midwest,Online,4,585.08,341.06,244.02,0.4171,0.1,5
O007284,2024-12-20,2024-12,C00792,CAT001,West,Online,2,551.2,412.77,138.43,0.2511,0.009,8
O007285,2024-12-09,2024-12,C00917,CAT002,Midwest,Online,2,337.98,224.83,113.15,0.3348,0.046,1
O007286,2024-12-09,2024-12,C01010,CAT003,West,Online,2,353.92,213.4,140.52,0.397,0.034,4
O007287,2024-12-13,2024-12,C00763,CAT005,Northeast,Marketplace,2,185.49,131.1,54.39,0.2932,0.19,3
O007288,2024-12-22,2024-12,C00366,CAT003,Northeast,Online,4,798.83,486.62,312.21,0.3908,0.015,1
O007289,2024-12-18,2024-12,C00959,CAT004,Northeast,Online,2,180.28,114.33,65.95,0.3658,0.156,7
O007290,2024-12-08,2024-12,C00508,CAT004,West,Online,3,225.04,144.35,80.69,0.3586,0.09,5
O007291,2024-12-03,2024-12,C00986,CAT003,South,Marketplace,1,163.97,99.92,64.05,0.3906,0.218,2
O007292,2024-12-13,2024-12,C00037,CAT004,Northeast,Marketplace,3,202.04,130.71,71.33,0.353,0.209,4
O007293,2024-12-22,2024-12,C01026,CAT002,Midwest,Retail Store,2,323,208.01,114.99,0.356,0.049,4
O007294,2024-12-01,2024-12,C00291,CAT005,Northeast,Retail Store,2,244.09,161.5,82.59,0.3384,0.059,3
O007295,2024-12-20,2024-12,C00305,CAT001,Midwest,Marketplace,3,682.95,486.98,195.97,0.2869,0.133,3
O007296,2024-12-26,2024-12,C00741,CAT003,South,Marketplace,4,635.72,376.31,259.41,0.4081,0.206,5
O007297,2024-12-21,2024-12,C00801,CAT005,South,Online,4,531.05,361.38,169.67,0.3195,0.025,8
O007298,2024-12-21,2024-12,C00480,CAT002,West,Retail Store,2,248.07,164.51,83.56,0.3368,0.087,3
O007299,2024-12-13,2024-12,C00284,CAT004,Northeast,Online,1,86.88,56.89,29.99,0.3452,0.131,5
O007300,2024-12-09,2024-12,C00650,CAT002,Midwest,Retail Store,3,434,290.78,143.22,0.33,0.042,3
O007301,2024-12-15,2024-12,C00114,CAT004,Northeast,Retail Store,4,304.74,199.76,104.98,0.3445,0.064,3
O007302,2024-12-03,2024-12,C01110,CAT002,Midwest,Retail Store,4,654.21,430.36,223.85,0.3422,0.031,5
O007303,2024-12-20,2024-12,C00347,CAT005,Northeast,Online,3,261.62,174.59,87.03,0.3327,0.156,6
O007304,2024-12-24,2024-12,C00150,CAT004,Midwest,Online,4,291.24,185.72,105.52,0.3623,0.112,5
O007305,2024-12-08,2024-12,C00175,CAT002,West,Online,1,112.51,72.39,40.12,0.3566,0.123,8
O007306,2024-12-15,2024-12,C00910,CAT005,South,Marketplace,4,418.41,288.96,129.45,0.3094,0.15,5
O007307,2024-12-19,2024-12,C00088,CAT005,West,Online,2,213.69,144.32,69.37,0.3246,0.005,5
O007308,2024-12-04,2024-12,C00958,CAT002,Midwest,Retail Store,2,312.64,201.03,111.61,0.357,0.078,5
O007309,2024-12-25,2024-12,C00449,CAT003,South,Retail Store,1,151.14,93.34,57.8,0.3824,0.138,4
O007310,2024-12-15,2024-12,C01026,CAT004,Midwest,Marketplace,3,285.44,186.76,98.68,0.3457,0.148,1
O007311,2024-12-26,2024-12,C00262,CAT005,Northeast,Marketplace,2,208.34,138.05,70.29,0.3374,0.167,3
O007312,2024-12-20,2024-12,C00260,CAT002,South,Marketplace,2,277.52,180.64,96.88,0.3491,0.157,3
O007313,2024-12-25,2024-12,C00508,CAT002,West,Marketplace,1,100.43,65.31,35.12,0.3497,0.219,4
O007314,2024-12-04,2024-12,C00370,CAT003,Midwest,Online,1,141.77,86.98,54.79,0.3865,0.103,2
O007315,2024-12-18,2024-12,C00947,CAT001,Midwest,Retail Store,1,224.59,168.24,56.35,0.2509,0.071,5
O007316,2024-12-13,2024-12,C00716,CAT001,Midwest,Marketplace,4,715.19,515.09,200.1,0.2798,0.191,5
O007317,2024-12-09,2024-12,C00683,CAT002,Northeast,Online,4,595.04,391.84,203.2,0.3415,0.146,3
O007318,2024-12-10,2024-12,C01143,CAT002,Northeast,Retail Store,3,465.67,311.93,153.74,0.3301,0.084,1
O007319,2024-12-25,2024-12,C00956,CAT003,Northeast,Marketplace,1,145.35,85.72,59.63,0.4103,0.144,5
O007320,2024-12-17,2024-12,C00176,CAT001,West,Retail Store,4,775.52,584.1,191.42,0.2468,0.139,5
O007321,2024-12-20,2024-12,C00690,CAT004,Northeast,Marketplace,2,177.39,111.76,65.63,0.37,0.181,5
O007322,2024-12-06,2024-12,C00138,CAT005,West,Retail Store,4,506.98,337.99,168.99,0.3333,0.071,3
O007323,2024-12-18,2024-12,C01148,CAT004,South,Marketplace,4,301.07,191.84,109.23,0.3628,0.184,3
O007324,2024-12-21,2024-12,C00688,CAT002,West,Retail Store,2,279.13,185.08,94.05,0.3369,0.126,2
O007325,2024-12-12,2024-12,C00020,CAT005,Midwest,Marketplace,1,110.04,77.87,32.17,0.2923,0.168,5
O007326,2024-12-26,2024-12,C00961,CAT005,Midwest,Online,3,298.67,201.39,97.28,0.3257,0.143,6
O007327,2024-12-12,2024-12,C00086,CAT004,Midwest,Marketplace,1,87.92,55.23,32.69,0.3718,0.155,3
O007328,2024-12-17,2024-12,C00740,CAT002,Midwest,Marketplace,3,354.64,234.23,120.41,0.3395,0.137,4
O007329,2024-12-14,2024-12,C00668,CAT001,Midwest,Online,3,763.28,551.85,211.43,0.277,0.086,5
O007330,2024-12-25,2024-12,C00614,CAT003,Midwest,Online,2,319.7,198.89,120.81,0.3779,0.08,3
O007331,2024-12-21,2024-12,C00165,CAT004,West,Marketplace,4,280.09,179.38,100.71,0.3596,0.176,3
O007332,2024-12-15,2024-12,C00958,CAT003,Midwest,Retail Store,3,629.55,375.42,254.13,0.4037,0.025,2
O007333,2024-12-17,2024-12,C01135,CAT002,Northeast,Marketplace,1,132.2,87.27,44.93,0.3399,0.152,1
O007334,2024-12-07,2024-12,C00751,CAT003,West,Retail Store,2,353.63,205.2,148.43,0.4197,0.157,2
O007335,2024-12-05,2024-12,C00113,CAT004,Midwest,Retail Store,2,186.13,119.99,66.14,0.3553,0.047,5
O007336,2024-12-20,2024-12,C01001,CAT005,West,Marketplace,3,320.48,211.65,108.83,0.3396,0.212,2
O007337,2024-12-06,2024-12,C00321,CAT003,South,Marketplace,3,472.72,294.36,178.36,0.3773,0.15,1
O007338,2024-12-05,2024-12,C00339,CAT005,Midwest,Marketplace,4,348.12,245.02,103.1,0.2962,0.221,3
O007339,2024-12-16,2024-12,C00366,CAT002,Northeast,Marketplace,2,272.91,179.91,93,0.3408,0.172,2
O007340,2024-12-22,2024-12,C00759,CAT003,Northeast,Marketplace,3,440.19,260.39,179.8,0.4085,0.131,4
O007341,2024-12-10,2024-12,C00526,CAT001,West,Marketplace,4,753.42,548.53,204.89,0.2719,0.183,4
O007342,2024-12-06,2024-12,C01002,CAT002,South,Retail Store,1,144.85,93.75,51.1,0.3528,0.089,5
O007343,2024-12-21,2024-12,C00310,CAT001,Midwest,Online,3,721.81,516.86,204.95,0.2839,0.114,6
O007344,2024-12-19,2024-12,C00573,CAT004,Midwest,Retail Store,2,163.17,103.99,59.18,0.3627,0.139,3
O007345,2024-12-14,2024-12,C01177,CAT002,Midwest,Marketplace,4,487.65,330.01,157.64,0.3233,0.155,4
O007346,2024-12-20,2024-12,C00582,CAT001,Midwest,Marketplace,4,749.36,534.43,214.93,0.2868,0.215,2
O007347,2024-12-21,2024-12,C00592,CAT001,Midwest,Marketplace,4,1026.3,759.36,266.94,0.2601,0.148,3
O007348,2024-12-16,2024-12,C00141,CAT001,Northeast,Marketplace,1,208.39,148.85,59.54,0.2857,0.224,1
O007349,2024-12-14,2024-12,C00515,CAT004,Midwest,Retail Store,1,91.72,56.9,34.82,0.3796,0.095,2
O007350,2024-12-06,2024-12,C00948,CAT005,West,Marketplace,4,482.18,334.14,148.04,0.307,0.16,3
O007351,2024-12-20,2024-12,C00821,CAT002,South,Marketplace,4,452.77,294,158.77,0.3507,0.205,3
O007352,2024-12-17,2024-12,C00012,CAT001,South,Retail Store,2,547.62,406.06,141.56,0.2585,0.101,3
O007353,2024-12-05,2024-12,C00282,CAT003,South,Online,1,192.05,120.86,71.19,0.3707,0.078,8
O007354,2024-12-18,2024-12,C00940,CAT003,Northeast,Online,4,803.7,466.93,336.77,0.419,0.043,1
O007355,2024-12-01,2024-12,C00264,CAT004,South,Retail Store,1,107.89,69.32,38.57,0.3575,0.075,5
O007356,2024-12-13,2024-12,C00178,CAT003,South,Marketplace,2,287.06,174.7,112.36,0.3914,0.17,4
O007357,2024-12-19,2024-12,C00420,CAT004,West,Retail Store,3,302.53,199.63,102.9,0.3401,0.101,5
O007358,2024-12-13,2024-12,C00428,CAT002,Northeast,Retail Store,1,115.93,78.87,37.06,0.3197,0.12,3
O007359,2024-12-08,2024-12,C00245,CAT005,Midwest,Online,2,231.97,155.55,76.42,0.3294,0.157,5
O007360,2024-12-03,2024-12,C00081,CAT003,Midwest,Retail Store,4,709.72,416.19,293.53,0.4136,0.02,2
O007361,2024-12-20,2024-12,C00369,CAT002,South,Online,3,396.41,270.09,126.32,0.3187,0.149,4
O007362,2024-12-26,2024-12,C00606,CAT004,Midwest,Online,3,327.92,206.06,121.86,0.3716,0.04,8
O007363,2024-12-05,2024-12,C00017,CAT002,Midwest,Online,2,293.01,192.17,100.84,0.3442,0.132,2
O007364,2024-12-14,2024-12,C01020,CAT002,Midwest,Marketplace,4,422.04,279.82,142.22,0.337,0.157,1
O007365,2024-12-05,2024-12,C00237,CAT005,Northeast,Marketplace,4,449.7,305.76,143.94,0.3201,0.202,3
O007366,2024-12-09,2024-12,C00848,CAT001,Northeast,Retail Store,2,487.74,363.14,124.6,0.2555,0.029,4
O007367,2024-12-20,2024-12,C00183,CAT002,South,Marketplace,2,260.45,174.55,85.9,0.3298,0.19,3
O007368,2024-12-15,2024-12,C00153,CAT004,South,Marketplace,4,342.57,227.08,115.49,0.3371,0.2,4
O007369,2024-12-14,2024-12,C00382,CAT004,West,Retail Store,4,384.99,255.89,129.1,0.3353,0.06,5
O007370,2024-12-02,2024-12,C00030,CAT003,West,Online,3,463.34,269.55,193.79,0.4182,0.003,5
O007371,2024-12-05,2024-12,C00662,CAT004,Midwest,Marketplace,1,77.55,49.74,27.81,0.3586,0.226,2
O007372,2024-12-10,2024-12,C00397,CAT002,Northeast,Marketplace,4,435.76,283.22,152.54,0.3501,0.206,4
O007373,2024-12-24,2024-12,C00166,CAT002,South,Marketplace,1,100.33,65.47,34.86,0.3475,0.191,4
O007374,2024-12-01,2024-12,C00315,CAT001,South,Online,3,705.5,530.06,175.44,0.2487,0.138,3
O007375,2024-12-24,2024-12,C00659,CAT001,South,Retail Store,4,1133.62,817.89,315.73,0.2785,0.023,5
O007376,2024-12-06,2024-12,C01141,CAT002,West,Marketplace,4,507.65,335.47,172.18,0.3392,0.145,5
O007377,2024-12-01,2024-12,C01157,CAT003,South,Marketplace,4,570.99,331.55,239.44,0.4193,0.227,3
O007378,2024-12-06,2024-12,C01088,CAT002,Midwest,Marketplace,2,229.48,153.15,76.33,0.3326,0.229,4
O007379,2024-12-07,2024-12,C00262,CAT004,Northeast,Online,2,204.5,134.11,70.39,0.3442,0.105,8
O007380,2024-12-20,2024-12,C00404,CAT005,West,Marketplace,1,91.53,64.36,27.17,0.2968,0.202,1
O007381,2024-12-25,2024-12,C00215,CAT004,South,Retail Store,4,330.23,212.11,118.12,0.3577,0.017,4
O007382,2024-12-13,2024-12,C00657,CAT004,South,Online,2,170.52,113.78,56.74,0.3327,0.092,7
O007383,2024-12-16,2024-12,C01194,CAT003,West,Marketplace,2,279.42,173.01,106.41,0.3808,0.142,2
O007384,2024-12-02,2024-12,C00414,CAT005,Northeast,Retail Store,1,125.02,82.74,42.28,0.3382,0.019,1
O007385,2024-12-10,2024-12,C00862,CAT005,West,Retail Store,4,555.49,367.84,187.65,0.3378,0.014,5
O007386,2024-12-25,2024-12,C00683,CAT002,Northeast,Marketplace,3,324.07,215.19,108.88,0.336,0.145,4
O007387,2024-12-03,2024-12,C01090,CAT005,Northeast,Retail Store,2,248.23,175.44,72.79,0.2932,0.061,1
O007388,2024-12-13,2024-12,C00118,CAT005,Midwest,Retail Store,3,354.83,237.36,117.47,0.3311,0.02,4
O007389,2024-12-14,2024-12,C00304,CAT001,South,Online,2,502.99,366.91,136.08,0.2705,0.103,6
O007390,2024-12-05,2024-12,C00870,CAT004,South,Retail Store,2,214.95,141.78,73.17,0.3404,0.028,1
O007391,2024-12-01,2024-12,C00739,CAT004,Northeast,Marketplace,4,307.35,195.04,112.31,0.3654,0.229,5
O007392,2024-12-15,2024-12,C00784,CAT001,West,Marketplace,1,265.63,197.69,67.94,0.2558,0.158,2
O007393,2024-12-11,2024-12,C00156,CAT002,South,Online,4,597.89,406.4,191.49,0.3203,0.073,3
O007394,2024-12-07,2024-12,C00925,CAT004,South,Marketplace,1,79.06,52.43,26.63,0.3368,0.15,5
O007395,2024-12-09,2024-12,C00443,CAT005,West,Online,2,191.47,134.85,56.62,0.2957,0.158,6
O007396,2024-12-05,2024-12,C00285,CAT002,Northeast,Retail Store,2,236.18,152.12,84.06,0.3559,0.063,1
O007397,2024-12-22,2024-12,C00757,CAT003,Midwest,Retail Store,1,169.03,106.2,62.83,0.3717,0.011,5
O007398,2024-12-26,2024-12,C00840,CAT002,Midwest,Online,4,463.43,309.06,154.37,0.3331,0.086,8
O007399,2024-12-19,2024-12,C01084,CAT003,Northeast,Marketplace,2,281.53,176.3,105.23,0.3738,0.193,5
O007400,2024-12-20,2024-12,C01118,CAT003,South,Retail Store,1,167.68,97.65,70.03,0.4176,0.051,3
O007401,2024-12-15,2024-12,C00434,CAT002,Northeast,Retail Store,2,341.14,233.19,107.95,0.3164,0.016,4
O007402,2024-12-01,2024-12,C00741,CAT002,South,Retail Store,2,237.75,158.49,79.26,0.3334,0.124,5
O007403,2024-12-01,2024-12,C01140,CAT002,Midwest,Retail Store,2,214.39,142.87,71.52,0.3336,0.134,3
O007404,2024-12-03,2024-12,C01110,CAT001,Midwest,Retail Store,1,292.77,220.14,72.63,0.2481,0.042,3
O007405,2024-12-18,2024-12,C00070,CAT003,South,Retail Store,2,325.47,194.08,131.39,0.4037,0.019,1
O007406,2024-12-24,2024-12,C00484,CAT005,Northeast,Online,3,300.48,210.39,90.09,0.2998,0.066,3
O007407,2024-12-08,2024-12,C00153,CAT005,South,Retail Store,2,196.38,133.78,62.6,0.3188,0.138,2
O007408,2024-12-02,2024-12,C00053,CAT001,Northeast,Marketplace,4,846.12,609.04,237.08,0.2802,0.186,3
O007409,2024-12-26,2024-12,C00630,CAT002,Midwest,Online,1,135.52,90.3,45.22,0.3337,0.12,7
O007410,2024-12-17,2024-12,C00219,CAT003,Northeast,Retail Store,3,444.12,272.45,171.67,0.3865,0.027,4
O007411,2024-12-27,2024-12,C00060,CAT002,Midwest,Retail Store,2,287.42,189.51,97.91,0.3407,0.028,4
O007412,2024-12-07,2024-12,C01116,CAT005,Midwest,Retail Store,3,370.09,245.8,124.29,0.3358,0.127,3
O007413,2024-12-02,2024-12,C01042,CAT001,South,Retail Store,4,1129.93,840.31,289.62,0.2563,0.033,5
O007414,2024-12-09,2024-12,C00639,CAT004,Midwest,Retail Store,2,204.81,133.69,71.12,0.3472,0.097,4
O007415,2024-12-22,2024-12,C00473,CAT002,South,Retail Store,2,315.34,202.6,112.74,0.3575,0.066,2
O007416,2024-12-16,2024-12,C00279,CAT001,South,Retail Store,1,246.65,183.85,62.8,0.2546,0.007,5
O007417,2024-12-04,2024-12,C00108,CAT004,Midwest,Retail Store,4,354.74,224.7,130.04,0.3666,0.103,2
O007418,2024-12-19,2024-12,C00245,CAT002,Midwest,Marketplace,2,214.55,143.78,70.77,0.3299,0.198,1
O007419,2024-12-14,2024-12,C00283,CAT004,Midwest,Marketplace,2,160.68,101.37,59.31,0.3691,0.152,1
O007420,2024-12-22,2024-12,C01184,CAT004,Midwest,Online,2,198.46,123.61,74.85,0.3772,0.109,4
O007421,2024-12-17,2024-12,C00628,CAT004,Midwest,Retail Store,1,86.21,55.14,31.07,0.3604,0.075,1
O007422,2024-12-08,2024-12,C00498,CAT003,Northeast,Marketplace,4,662.43,409.57,252.86,0.3817,0.163,1
O007423,2024-12-13,2024-12,C00425,CAT004,West,Marketplace,3,207.62,130.91,76.71,0.3695,0.168,3
O007424,2024-12-27,2024-12,C00542,CAT004,Midwest,Retail Store,1,79.47,49.85,29.62,0.3727,0.158,2
O007425,2024-12-06,2024-12,C01031,CAT001,West,Marketplace,3,543.75,407.23,136.52,0.2511,0.195,4
O007426,2024-12-19,2024-12,C01183,CAT002,Northeast,Marketplace,2,247,163.44,83.56,0.3383,0.156,1
O007427,2024-12-23,2024-12,C00751,CAT003,West,Online,3,512.4,311.83,200.57,0.3914,0.098,7
O007428,2024-12-13,2024-12,C00279,CAT005,South,Retail Store,2,278.61,187.21,91.4,0.3281,0.031,5
O007429,2024-12-13,2024-12,C00668,CAT005,Midwest,Online,1,125.98,84.16,41.82,0.332,0.022,5
O007430,2024-12-10,2024-12,C00387,CAT004,South,Marketplace,4,338.06,225.07,112.99,0.3342,0.145,1
O007431,2024-12-11,2024-12,C00864,CAT005,South,Retail Store,3,387.33,258.85,128.48,0.3317,0.006,1
O007432,2024-12-08,2024-12,C00652,CAT005,Midwest,Online,3,323.24,228.74,94.5,0.2924,0.132,1
O007433,2024-12-19,2024-12,C00472,CAT001,West,Online,3,646.14,464.36,181.78,0.2813,0.063,3
O007434,2024-12-10,2024-12,C01059,CAT005,Midwest,Marketplace,2,213.72,141.38,72.34,0.3385,0.229,4
O007435,2024-12-26,2024-12,C01148,CAT003,South,Online,1,143.05,83.92,59.13,0.4134,0.11,5
O007436,2024-12-21,2024-12,C00850,CAT004,West,Retail Store,2,201.85,126.09,75.76,0.3753,0.13,2
O007437,2024-12-14,2024-12,C00841,CAT004,West,Retail Store,4,425.54,273.06,152.48,0.3583,0.06,4
O007438,2024-12-23,2024-12,C01064,CAT005,West,Marketplace,3,303.37,214.41,88.96,0.2932,0.203,5
O007439,2024-12-26,2024-12,C00209,CAT001,Midwest,Marketplace,3,651.44,492.08,159.36,0.2446,0.193,5
O007440,2024-12-16,2024-12,C00270,CAT003,South,Retail Store,1,144.09,89.95,54.14,0.3757,0.137,5
O007441,2024-12-13,2024-12,C00209,CAT003,Midwest,Online,4,696.43,410.4,286.03,0.4107,0.006,1
O007442,2024-12-16,2024-12,C01162,CAT001,West,Retail Store,2,470.04,353.69,116.35,0.2475,0.084,1
O007443,2024-12-17,2024-12,C00722,CAT005,South,Marketplace,2,176.91,118.23,58.68,0.3317,0.168,1
O007444,2024-12-17,2024-12,C00189,CAT002,Northeast,Retail Store,2,332.52,228.82,103.7,0.3119,0.037,2
O007445,2024-12-07,2024-12,C00893,CAT001,West,Online,1,262.48,191.85,70.63,0.2691,0.017,8
O007446,2024-12-01,2024-12,C00937,CAT003,Midwest,Marketplace,2,353.46,209.77,143.69,0.4065,0.169,4
O007447,2024-12-22,2024-12,C01116,CAT003,Midwest,Online,3,422.37,245.95,176.42,0.4177,0.133,7
O007448,2024-12-14,2024-12,C01024,CAT002,South,Online,3,478.98,329.13,149.85,0.3129,0.044,6
O007449,2024-12-17,2024-12,C00260,CAT002,South,Marketplace,4,536.67,352.35,184.32,0.3435,0.201,3
O007450,2024-12-03,2024-12,C00554,CAT005,Northeast,Marketplace,4,370.55,249.94,120.61,0.3255,0.186,5
O007451,2024-12-02,2024-12,C00860,CAT004,West,Retail Store,1,97.27,63.14,34.13,0.3509,0.095,2
O007452,2024-12-16,2024-12,C01001,CAT004,West,Retail Store,4,309.47,204.22,105.25,0.3401,0.131,3
O007453,2024-12-13,2024-12,C00112,CAT005,South,Online,2,184.94,122.75,62.19,0.3363,0.128,1
O007454,2024-12-18,2024-12,C00504,CAT005,West,Retail Store,1,103.96,71.72,32.24,0.3101,0.072,1
O007455,2024-12-24,2024-12,C00285,CAT005,Northeast,Marketplace,4,371.43,256.28,115.15,0.31,0.177,1
O007456,2024-12-20,2024-12,C00769,CAT002,West,Marketplace,2,273.65,179.58,94.07,0.3438,0.222,1
O007457,2024-12-25,2024-12,C00470,CAT001,South,Retail Store,4,867.78,622.13,245.65,0.2831,0.128,3
O007458,2024-12-25,2024-12,C00702,CAT004,Midwest,Marketplace,3,289.3,185.36,103.94,0.3593,0.149,2
O007459,2024-12-09,2024-12,C00302,CAT004,Northeast,Marketplace,1,80.85,53.29,27.56,0.3409,0.141,2
O007460,2024-12-14,2024-12,C00427,CAT002,West,Marketplace,1,117.6,80.23,37.37,0.3178,0.169,3
O007461,2024-12-23,2024-12,C00795,CAT001,Midwest,Marketplace,2,367.31,267.43,99.88,0.2719,0.172,4
O007462,2024-12-02,2024-12,C00001,CAT003,Midwest,Marketplace,2,252.39,153.97,98.42,0.39,0.171,2
O007463,2024-12-16,2024-12,C00300,CAT005,West,Marketplace,1,116.58,78.92,37.66,0.323,0.141,3
O007464,2024-12-17,2024-12,C00053,CAT001,Northeast,Marketplace,4,972.81,713.74,259.07,0.2663,0.172,2
O007465,2024-12-27,2024-12,C00645,CAT004,South,Online,2,162.07,101.57,60.5,0.3733,0.059,4
O007466,2024-12-11,2024-12,C00486,CAT002,Midwest,Online,4,549.12,372.12,177,0.3223,0.104,5
O007467,2024-12-20,2024-12,C00493,CAT002,Northeast,Online,4,549.3,357.81,191.49,0.3486,0.082,1
O007468,2024-12-02,2024-12,C00335,CAT002,Northeast,Online,3,416.58,271.98,144.6,0.3471,0.022,2
O007469,2024-12-14,2024-12,C01081,CAT004,West,Marketplace,1,88.12,57.41,30.71,0.3485,0.223,1
O007470,2024-12-03,2024-12,C00779,CAT004,Midwest,Online,2,189.39,120.04,69.35,0.3662,0.026,1
O007471,2024-12-05,2024-12,C00798,CAT003,West,Marketplace,3,458.45,274.31,184.14,0.4017,0.136,2
O007472,2024-12-20,2024-12,C00713,CAT003,West,Online,4,679.87,413.93,265.94,0.3912,0.052,5
O007473,2024-12-16,2024-12,C00630,CAT002,Midwest,Marketplace,1,120.25,79.67,40.58,0.3375,0.131,2
O007474,2024-12-14,2024-12,C00379,CAT003,West,Marketplace,3,500.07,313.09,186.98,0.3739,0.189,5
O007475,2024-12-20,2024-12,C00451,CAT004,Northeast,Retail Store,4,352.34,233,119.34,0.3387,0.127,2
O007476,2024-12-04,2024-12,C01052,CAT005,West,Online,2,225.48,158.08,67.4,0.2989,0.13,4
O007477,2024-12-13,2024-12,C00794,CAT002,West,Retail Store,3,461.89,304.99,156.9,0.3397,0.007,5
O007478,2024-12-09,2024-12,C00133,CAT002,West,Online,1,153.54,103.85,49.69,0.3236,0.081,2
O007479,2024-12-13,2024-12,C00584,CAT002,South,Online,2,217.06,147.98,69.08,0.3183,0.138,7
O007480,2024-12-03,2024-12,C00550,CAT005,West,Marketplace,2,173.83,118.86,54.97,0.3162,0.186,5
O007481,2024-12-08,2024-12,C00743,CAT005,Midwest,Retail Store,4,533.19,372.41,160.78,0.3015,0.073,4
O007482,2024-12-01,2024-12,C00543,CAT002,South,Retail Store,1,135.28,90.6,44.68,0.3303,0.002,3
O007483,2024-12-07,2024-12,C00297,CAT004,Northeast,Marketplace,4,335.96,223.57,112.39,0.3345,0.196,1
O007484,2024-12-18,2024-12,C00182,CAT001,South,Online,2,474.7,353.94,120.76,0.2544,0.106,7
O007485,2024-12-20,2024-12,C00876,CAT002,West,Marketplace,2,207.26,139.78,67.48,0.3256,0.201,2
O007486,2024-12-06,2024-12,C00353,CAT001,South,Online,1,295.11,213.69,81.42,0.2759,0.028,1
O007487,2024-12-06,2024-12,C01127,CAT001,Midwest,Marketplace,1,252.38,191.44,60.94,0.2415,0.197,2
O007488,2024-12-03,2024-12,C00680,CAT004,Midwest,Marketplace,1,68.51,45.74,22.77,0.3324,0.168,5
O007489,2024-12-18,2024-12,C00574,CAT005,South,Marketplace,4,404.59,285.51,119.08,0.2943,0.155,1
O007490,2024-12-08,2024-12,C01054,CAT004,Northeast,Marketplace,4,358.4,233.58,124.82,0.3483,0.222,4
O007491,2024-12-22,2024-12,C00517,CAT002,Midwest,Marketplace,4,497.02,324.09,172.93,0.3479,0.203,4
O007492,2024-12-21,2024-12,C01182,CAT003,West,Online,3,448.96,280.72,168.24,0.3747,0.009,8
O007493,2024-12-13,2024-12,C01067,CAT002,Northeast,Marketplace,3,336.08,224.64,111.44,0.3316,0.204,3
