customer_id,region,segment,signup_date,signup_month
C01191,West,New,2024-09-08,2024-09
C01192,West,Loyalty,2024-04-22,2024-04
C01193,South,New,2024-01-01,2024-01
C01194,West,New,2024-01-19,2024-01
C01195,Northeast,Loyalty,2024-04-05,2024-04
C01196,Northeast,Loyalty,2024-04-18,2024-04
C01197,West,Returning,2024-03-05,2024-03
C01198,Northeast,New,2024-04-23,2024-04
C01199,West,Loyalty,2024-12-26,2024-12
C01200,South,Loyalty,2024-05-24,2024-05
